0.14468,0.019184,-0.030033,0.15512,0.039761,0.61266,-0.56479,-0.004529,-0.052178,0.050536
0.23339,-0.15639,-0.14329,-0.3861,0.10029,0.29309,0.19882,-0.1446,0.26384,-0.16939
-0.099104,0.24707,0.18341,-0.29172,0.54712,-0.0091655,0.14032,-0.16044,-0.048127,-0.1696
-0.008485,0.11845,-0.071969,0.045027,0.043622,-0.090227,-0.031577,0.078202,-0.021149,-0.14003
-0.057443,0.033801,0.15967,-0.14729,-0.14233,0.012227,-0.1903,-0.04527,0.030761,0.010042
-0.11896,0.012789,-0.054597,0.046028,-0.14639,-0.019123,0.017048,0.1195,0.079435,0.057373
0.051028,0.0023699,0.12479,0.023386,-0.042635,-0.03826,-0.13177,0.021484,-0.0072443,-0.14892
0.13431,0.22816,0.1755,-0.12491,0.032415,-0.013316,-0.019807,-0.084899,-0.21553,0.15425
0.069232,-0.0065378,-0.058756,-0.031789,0.08895,0.064858,0.094146,-0.055206,-0.24258,0.22723
0.28989,-0.013845,0.045386,-0.2021,0.017814,-0.00019262,0.066101,-0.023675,-0.01045,-0.12653
0.12606,-0.049646,-0.037407,0.12443,-0.0096787,0.024206,0.2148,0.095459,0.081576,0.10975
-0.096218,0.091272,-0.072932,0.069692,0.0017149,-0.00744,0.17617,0.20709,0.042331,0.051811
0.071061,0.010914,-0.23634,-0.099889,0.15972,-0.15793,-0.00063147,0.0706,0.098617,0.020508
-0.020787,-0.077479,0.1078,0.26975,0.11868,0.038288,-0.06829,-0.033213,0.042852,-0.0083997
0.045489,-0.37133,0.034977,-0.13143,0.057013,-0.02139,0.17453,0.036295,-0.018755,0.034797
0.006337,-0.090288,-0.094008,-0.071582,-0.55637,0.68894,0.025658,-0.48435,0.35358,0.15224
-0.12214,0.24908,-0.16244,-0.25581,0.55025,0.005366,-0.1988,-0.17821,-0.21919,0.49524
-0.12386,0.063744,-0.16037,-0.036904,0.24681,0.083753,0.03301,-0.16949,0.068037,-0.18947
0.03905,0.029051,0.17312,-0.008439,0.15259,-0.12829,0.079587,0.052297,0.045118,-0.045817
0.17738,-0.063133,-0.10611,0.28477,-0.025462,0.083003,0.059837,0.049058,0.065247,-0.11265
-0.0016821,0.082253,-0.10826,-0.033462,0.0013619,0.030113,0.046857,-0.0019067,-0.024405,0.031452
0.23172,-0.11224,0.3802,-0.032566,-0.57158,-0.39426,0.061886,-0.39734,0.19802,0.74618
0.015453,-0.090035,-0.10478,-0.22105,0.46751,0.021053,0.069708,-0.064612,-0.46635,0.073993
0.14332,-0.022843,0.3255,0.48936,0.020915,0.14887,-0.12395,-0.020979,0.042907,-0.50062
0.037294,-0.050493,0.14998,-0.15712,-0.061576,0.032656,-0.01293,0.10752,0.022229,-0.015254
0.0004268,0.0049872,0.0036309,-0.042307,0.12991,0.03648,-0.062791,-0.023537,0.05817,-0.087686
-0.089828,-0.03409,-0.11224,0.070494,0.016805,-0.05019,0.015183,-0.054883,0.086276,-0.02684
-0.062217,-0.12046,-0.046002,0.024943,-0.060254,0.099698,0.035535,0.022232,0.041083,0.0003593
0.092577,0.020796,-0.018351,-0.15055,0.18992,-0.10025,0.0093804,-0.095291,0.047668,0.045236
-0.023122,0.048359,0.016596,0.094097,0.1115,-0.1005,-0.090626,0.080403,0.009226,-0.052617
0.1859,-0.065439,-0.016526,-0.095369,0.31093,-0.0014029,-0.35432,-0.30127,0.48628,-0.085523
-0.15635,0.0060982,0.0027574,-0.065983,-0.096992,-0.13916,-0.078337,0.086671,0.0011475,-0.09195
-0.1766,0.12479,0.035881,0.046877,-0.19283,-0.091939,-0.087153,0.0087091,0.076775,-0.10521
0.081238,-0.24631,0.35335,-0.18485,-0.2912,0.37095,0.22882,-0.38616,0.20037,-0.13548
-0.042103,0.10479,-0.1042,0.1277,0.0057738,0.14696,-0.064364,-0.053042,0.094704,-0.085931
0.089672,-0.1563,0.029576,-0.3313,0.011099,0.3698,0.08595,0.18597,-0.20476,-0.13969
0.15542,-0.0013998,-0.02284,-0.013628,-0.2411,0.20154,0.091916,-0.024943,0.15002,0.048811
0.095346,-0.047266,0.053504,-0.053732,-0.11283,0.058206,0.095891,0.062998,-0.18038,0.063395
0.084092,-0.044899,-0.040543,0.061982,-0.010357,-0.0016855,0.12955,-0.064908,0.073409,-0.0063524
-0.15543,-0.013218,-0.26101,-0.188,0.14604,0.0029801,-0.11412,0.038207,0.014693,-0.1887
-0.10839,-0.059885,-0.078222,-0.133,-0.11929,0.10927,-0.13411,-0.063121,-0.0887,-0.1475
0.16075,-0.017725,-0.083343,0.48696,0.010781,-0.11079,-0.29808,0.096621,-0.30481,0.4309
0.0083395,-0.083818,-0.0054186,-0.10223,-0.16107,-0.13598,-0.045183,0.083093,-0.027704,0.0095483
0.066833,0.11992,0.14654,-0.10092,0.063276,-0.19458,-0.23564,-0.0048037,-0.086337,-0.15574
0.051079,-0.020126,-0.1122,-0.008648,-0.00017742,0.022886,0.13215,0.11553,0.034919,-0.1715
0.013659,0.48908,0.22827,-0.32036,-0.20345,-0.27536,-0.047273,-0.20848,-0.1724,0.085984
0.031256,0.083018,0.29642,0.005256,0.097244,-0.10287,-0.22495,-0.022449,-0.068686,0.24923
-0.048631,0.15772,-0.064953,-0.015439,-0.1674,-0.066791,-0.040618,0.02063,0.016427,0.0040623
-0.11961,0.12726,0.21488,-0.091333,0.093838,-0.12904,-0.098048,-0.20088,0.028266,0.076135
0.26601,-0.15298,-0.075023,-0.009442,-0.091883,0.10413,0.024026,-0.047671,-0.1022,-0.05348
0.090272,0.0029785,-0.074457,-0.11157,0.060429,-0.0012754,-0.042461,-0.052697,-0.12526,0.013097
0.26493,0.054169,-0.078077,0.040475,-0.10898,0.030159,0.042668,-0.020466,0.077179,-0.034833
-0.20377,-0.12776,0.7118,-0.24857,-0.22333,0.0954,-0.034678,0.25464,0.21217,-0.30642
0.14378,0.18592,-0.096926,-0.18588,-0.0091285,0.017613,-0.40522,0.44829,-0.059477,0.0251
0.13292,0.12577,-0.060046,-0.054967,0.067038,0.097085,0.030306,-0.046769,0.058661,-0.13229
-0.0054853,0.046894,-0.17015,0.02062,0.136,0.0085886,-0.1402,-0.17349,0.15698,-0.15007
-0.015427,0.11236,0.14138,-0.22724,-0.17553,-0.18547,-0.064566,-0.011722,-0.056524,-0.052451
0.065013,-0.041761,-0.10059,-0.12107,0.06258,-0.062617,0.069816,-0.0077649,-0.01088,-0.095767
-0.08506,-0.01878,0.12702,-0.046611,0.05302,-0.01564,0.077561,0.098316,0.027959,-0.064356
-0.12636,-0.087636,-0.10546,-0.056278,-0.019999,0.08289,-0.044899,-0.079989,0.15751,0.10772
